  r          G(r)    dr      dG(r)
 15.030      4.951   0.0     8.5674
 15.040      5.419   0.0     8.5717
 15.050      5.844   0.0     8.5853
 15.060      6.176   0.0     8.5994
 15.070      6.368   0.0     8.6054
 15.080      6.381   0.0     8.6001
 15.090      6.195   0.0     8.5873
 15.100      5.807   0.0     8.5755
 15.110      5.230   0.0     8.5724
 15.120      4.498   0.0     8.5801
 15.130      3.661   0.0     8.5935
 15.140      2.777   0.0     8.6040
 15.150      1.909   0.0     8.6045
 15.160      1.121   0.0     8.5940
 15.170      0.464   0.0     8.5788
 15.180     -0.020   0.0     8.5683
 15.190     -0.311   0.0     8.5694
 15.200     -0.407   0.0     8.5819
 15.210     -0.326   0.0     8.5984
 15.220     -0.101   0.0     8.6090
 15.230      0.220   0.0     8.6070
 15.240      0.585   0.0     8.5932
 15.250      0.942   0.0     8.5760
 15.260      1.248   0.0     8.5659
 15.270      1.472   0.0     8.5697
 15.280      1.600   0.0     8.5853
 15.290      1.637   0.0     8.6035
 15.300      1.606   0.0     8.6130
 15.310      1.545   0.0     8.6074
 15.320      1.500   0.0     8.5894
 15.330      1.522   0.0     8.5695
 15.340      1.653   0.0     8.5600
 15.350      1.927   0.0     8.5673
 15.360      2.357   0.0     8.5880
 15.370      2.937   0.0     8.6100
 15.380      3.636   0.0     8.6202
 15.390      4.403   0.0     8.6115
 15.400      5.173   0.0     8.5879
 15.410      5.867   0.0     8.5624
 15.420      6.407   0.0     8.5499
 15.430      6.721   0.0     8.5582
 15.440      6.752   0.0     8.5833
 15.450      6.467   0.0     8.6113
 15.460      5.856   0.0     8.6264
 15.470      4.938   0.0     8.6196
 15.480      3.759   0.0     8.5944
 15.490      2.386   0.0     8.5650
 15.500      0.901   0.0     8.5481
 15.510     -0.606   0.0     8.5540
 15.520     -2.048   0.0     8.5798
 15.530     -3.350   0.0     8.6110
 15.540     -4.452   0.0     8.6302
 15.550     -5.318   0.0     8.6264
 15.560     -5.937   0.0     8.6015
 15.570     -6.323   0.0     8.5690
 15.580     -6.507   0.0     8.5468
 15.590     -6.539   0.0     8.5473
 15.600     -6.475   0.0     8.5699
 15.610     -6.369   0.0     8.6018
 15.620     -6.272   0.0     8.6253
 15.630     -6.220   0.0     8.6278
 15.640     -6.231   0.0     8.6084
 15.650     -6.306   0.0     8.5784
 15.660     -6.430   0.0     8.5544
 15.670     -6.573   0.0     8.5494
 15.680     -6.698   0.0     8.5655
 15.690     -6.764   0.0     8.5929
 15.700     -6.736   0.0     8.6162
 15.710     -6.588   0.0     8.6229
 15.720     -6.310   0.0     8.6105
 15.730     -5.907   0.0     8.5868
 15.740     -5.401   0.0     8.5656
 15.750     -4.829   0.0     8.5584
 15.760     -4.238   0.0     8.5682
 15.770     -3.680   0.0     8.5883
 15.780     -3.204   0.0     8.6068
 15.790     -2.853   0.0     8.6136
 15.800     -2.657   0.0     8.6058
 15.810     -2.628   0.0     8.5890
 15.820     -2.760   0.0     8.5732
 15.830     -3.031   0.0     8.5670
 15.840     -3.402   0.0     8.5729
 15.850     -3.825   0.0     8.5863
 15.860     -4.243   0.0     8.5987
 15.870     -4.604   0.0     8.6034
 15.880     -4.861   0.0     8.5988
 15.890     -4.977   0.0     8.5887
 15.900     -4.933   0.0     8.5797
 15.910     -4.723   0.0     8.5769
 15.920     -4.360   0.0     8.5807
 15.930     -3.871   0.0     8.5875
 15.940     -3.291   0.0     8.5925
 15.950     -2.665   0.0     8.5927
 15.960     -2.034   0.0     8.5888
 15.970     -1.437   0.0     8.5845
 15.980     -0.902   0.0     8.5834
 15.990     -0.447   0.0     8.5864
 16.000     -0.074   0.0     8.5911
 16.010      0.228   0.0     8.5936
 16.020      0.481   0.0     8.5911
 16.030      0.716   0.0     8.5845
 16.040      0.971   0.0     8.5781
 16.050      1.281   0.0     8.5765
 16.060      1.679   0.0     8.5819
 16.070      2.188   0.0     8.5918
 16.080      2.820   0.0     8.6003
 16.090      3.571   0.0     8.6019
 16.100      4.427   0.0     8.5946
 16.110      5.356   0.0     8.5820
 16.120      6.317   0.0     8.5713
 16.130      7.260   0.0     8.5694
 16.140      8.132   0.0     8.5780
 16.150      8.881   0.0     8.5929
 16.160      9.459   0.0     8.6055
 16.170      9.826   0.0     8.6084
 16.180      9.956   0.0     8.5993
 16.190      9.837   0.0     8.5832
 16.200      9.473   0.0     8.5692
 16.210      8.883   0.0     8.5659
 16.220      8.101   0.0     8.5754
 16.230      7.172   0.0     8.5927
 16.240      6.150   0.0     8.6078
 16.250      5.096   0.0     8.6119
 16.260      4.070   0.0     8.6026
 16.270      3.129   0.0     8.5851
 16.280      2.323   0.0     8.5695
 16.290      1.694   0.0     8.5648
 16.300      1.268   0.0     8.5737
 16.310      1.061   0.0     8.5905
 16.320      1.072   0.0     8.6050
 16.330      1.289   0.0     8.6084
 16.340      1.684   0.0     8.5987
 16.350      2.224   0.0     8.5819
 16.360      2.866   0.0     8.5685
 16.370      3.563   0.0     8.5672
 16.380      4.268   0.0     8.5796
 16.390      4.937   0.0     8.5986
 16.400      5.530   0.0     8.6128
 16.410      6.014   0.0     8.6132
 16.420      6.365   0.0     8.5986
 16.430      6.564   0.0     8.5767
 16.440      6.606   0.0     8.5599
 16.450      6.487   0.0     8.5582
 16.460      6.215   0.0     8.5730
 16.470      5.799   0.0     8.5964
 16.480      5.253   0.0     8.6152
 16.490      4.592   0.0     8.6189
 16.500      3.832   0.0     8.6054
 16.510      2.989   0.0     8.5822
 16.520      2.079   0.0     8.5627
 16.530      1.118   0.0     8.5578
 16.540      0.120   0.0     8.5702
 16.550     -0.897   0.0     8.5927
 16.560     -1.916   0.0     8.6122
 16.570     -2.919   0.0     8.6177
 16.580     -3.884   0.0     8.6061
 16.590     -4.788   0.0     8.5843
 16.600     -5.608   0.0     8.5647
 16.610     -6.318   0.0     8.5584
 16.620     -6.897   0.0     8.5687
 16.630     -7.324   0.0     8.5892
 16.640     -7.583   0.0     8.6080
 16.650     -7.664   0.0     8.6145
 16.660     -7.566   0.0     8.6053
 16.670     -7.293   0.0     8.5862
 16.680     -6.860   0.0     8.5684
 16.690     -6.290   0.0     8.5622
 16.700     -5.612   0.0     8.5707
 16.710     -4.862   0.0     8.5888
 16.720     -4.078   0.0     8.6057
 16.730     -3.303   0.0     8.6122
 16.740     -2.575   0.0     8.6052
 16.750     -1.931   0.0     8.5895
 16.760     -1.401   0.0     8.5746
 16.770     -1.011   0.0     8.5690
 16.780     -0.775   0.0     8.5750
 16.790     -0.700   0.0     8.5882
 16.800     -0.786   0.0     8.6000
 16.810     -1.024   0.0     8.6033
 16.820     -1.399   0.0     8.5967
 16.830     -1.892   0.0     8.5848
 16.840     -2.481   0.0     8.5754
 16.850     -3.144   0.0     8.5745
 16.860     -3.860   0.0     8.5825
 16.870     -4.607   0.0     8.5942
 16.880     -5.370   0.0     8.6020
 16.890     -6.132   0.0     8.6010
 16.900     -6.882   0.0     8.5917
 16.910     -7.608   0.0     8.5800
 16.920     -8.298   0.0     8.5733
 16.930     -8.939   0.0     8.5759
 16.940     -9.517   0.0     8.5865
 16.950    -10.014   0.0     8.5986
 16.960    -10.409   0.0     8.6046
 16.970    -10.680   0.0     8.6008
 16.980    -10.806   0.0     8.5890
 16.990    -10.766   0.0     8.5762
 17.000    -10.543   0.0     8.5700
 17.010    -10.130   0.0     8.5741
 17.020     -9.525   0.0     8.5862
 17.030     -8.741   0.0     8.5992
 17.040     -7.802   0.0     8.6058
 17.050     -6.743   0.0     8.6022
 17.060     -5.608   0.0     8.5909
 17.070     -4.450   0.0     8.5787
 17.080     -3.323   0.0     8.5726
 17.090     -2.280   0.0     8.5758
 17.100     -1.364   0.0     8.5857
 17.110     -0.608   0.0     8.5956
 17.120     -0.026   0.0     8.5993
 17.130      0.386   0.0     8.5947
 17.140      0.649   0.0     8.5847
 17.150      0.807   0.0     8.5760
 17.160      0.913   0.0     8.5745
 17.170      1.031   0.0     8.5815
 17.180      1.225   0.0     8.5929
 17.190      1.555   0.0     8.6019
 17.200      2.065   0.0     8.6028
 17.210      2.779   0.0     8.5948
 17.220      3.700   0.0     8.5825
 17.230      4.801   0.0     8.5732
 17.240      6.034   0.0     8.5723
 17.250      7.328   0.0     8.5804
 17.260      8.598   0.0     8.5927
 17.270      9.754   0.0     8.6017
 17.280     10.708   0.0     8.6022
 17.290     11.388   0.0     8.5940
 17.300     11.741   0.0     8.5821
 17.310     11.740   0.0     8.5737
 17.320     11.389   0.0     8.5737
 17.330     10.722   0.0     8.5819
 17.340      9.799   0.0     8.5928
 17.350      8.696   0.0     8.5996
 17.360      7.504   0.0     8.5980
 17.370      6.310   0.0     8.5891
 17.380      5.195   0.0     8.5787
 17.390      4.220   0.0     8.5738
 17.400      3.423   0.0     8.5783
 17.410      2.813   0.0     8.5902
 17.420      2.376   0.0     8.6026
 17.430      2.073   0.0     8.6080
 17.440      1.849   0.0     8.6026
 17.450      1.644   0.0     8.5887
 17.460      1.401   0.0     8.5738
 17.470      1.071   0.0     8.5661
 17.480      0.628   0.0     8.5700
 17.490      0.068   0.0     8.5831
 17.500     -0.589   0.0     8.5982
 17.510     -1.299   0.0     8.6066
 17.520     -2.004   0.0     8.6042
 17.530     -2.636   0.0     8.5926
 17.540     -3.129   0.0     8.5791
 17.550     -3.428   0.0     8.5716
 17.560     -3.498   0.0     8.5744
 17.570     -3.329   0.0     8.5854
 17.580     -2.938   0.0     8.5978
 17.590     -2.371   0.0     8.6039
 17.600     -1.695   0.0     8.5999
 17.610     -0.990   0.0     8.5883
 17.620     -0.341   0.0     8.5759
 17.630      0.174   0.0     8.5704
 17.640      0.495   0.0     8.5751
 17.650      0.587   0.0     8.5875
 17.660      0.446   0.0     8.6002
 17.670      0.097   0.0     8.6059
 17.680     -0.403   0.0     8.6012
 17.690     -0.980   0.0     8.5887
 17.700     -1.546   0.0     8.5758
 17.710     -2.014   0.0     8.5699
 17.720     -2.307   0.0     8.5746
 17.730     -2.374   0.0     8.5871
 17.740     -2.187   0.0     8.6002
 17.750     -1.758   0.0     8.6064
 17.760     -1.126   0.0     8.6024
 17.770     -0.361   0.0     8.5903
 17.780      0.448   0.0     8.5771
 17.790      1.204   0.0     8.5699
 17.800      1.810   0.0     8.5725
 17.810      2.189   0.0     8.5828
 17.820      2.283   0.0     8.5948
 17.830      2.068   0.0     8.6017
 17.840      1.552   0.0     8.6002
 17.850      0.776   0.0     8.5918
 17.860     -0.193   0.0     8.5820
 17.870     -1.269   0.0     8.5765
 17.880     -2.360   0.0     8.5783
 17.890     -3.377   0.0     8.5859
 17.900     -4.242   0.0     8.5945
 17.910     -4.901   0.0     8.5990
 17.920     -5.326   0.0     8.5971
 17.930     -5.514   0.0     8.5904
 17.940     -5.486   0.0     8.5829
 17.950     -5.285   0.0     8.5790
 17.960     -4.960   0.0     8.5805
 17.970     -4.566   0.0     8.5857
 17.980     -4.148   0.0     8.5910
 17.990     -3.738   0.0     8.5930
 18.000     -3.351   0.0     8.5909
 18.010     -2.981   0.0     8.5863
 18.020     -2.607   0.0     8.5827
 18.030     -2.193   0.0     8.5825
 18.040     -1.698   0.0     8.5860
 18.050     -1.086   0.0     8.5909
 18.060     -0.328   0.0     8.5941
 18.070      0.587   0.0     8.5936
 18.080      1.649   0.0     8.5898
 18.090      2.825   0.0     8.5852
 18.100      4.064   0.0     8.5827
 18.110      5.299   0.0     8.5840
 18.120      6.455   0.0     8.5880
 18.130      7.456   0.0     8.5921
 18.140      8.238   0.0     8.5934
 18.150      8.751   0.0     8.5911
 18.160      8.968   0.0     8.5864
 18.170      8.885   0.0     8.5824
 18.180      8.523   0.0     8.5817
 18.190      7.922   0.0     8.5849
 18.200      7.138   0.0     8.5900
 18.210      6.235   0.0     8.5938
 18.220      5.275   0.0     8.5938
 18.230      4.313   0.0     8.5900
 18.240      3.391   0.0     8.5845
 18.250      2.534   0.0     8.5808
 18.260      1.751   0.0     8.5814
 18.270      1.034   0.0     8.5861
 18.280      0.364   0.0     8.5922
 18.290     -0.284   0.0     8.5962
 18.300     -0.933   0.0     8.5957
 18.310     -1.601   0.0     8.5909
 18.320     -2.296   0.0     8.5845
 18.330     -3.010   0.0     8.5802
 18.340     -3.722   0.0     8.5803
 18.350     -4.401   0.0     8.5846
 18.360     -5.004   0.0     8.5906
 18.370     -5.489   0.0     8.5948
 18.380     -5.815   0.0     8.5951
 18.390     -5.950   0.0     8.5917
 18.400     -5.876   0.0     8.5868
 18.410     -5.590   0.0     8.5833
 18.420     -5.104   0.0     8.5829
 18.430     -4.446   0.0     8.5852
 18.440     -3.655   0.0     8.5882
 18.450     -2.772   0.0     8.5899
 18.460     -1.843   0.0     8.5893
 18.470     -0.906   0.0     8.5874
 18.480      0.009   0.0     8.5860
 18.490      0.886   0.0     8.5863
 18.500      1.717   0.0     8.5883
 18.510      2.507   0.0     8.5904
 18.520      3.268   0.0     8.5908
 18.530      4.013   0.0     8.5887
 18.540      4.754   0.0     8.5854
 18.550      5.495   0.0     8.5832
 18.560      6.229   0.0     8.5842
 18.570      6.937   0.0     8.5886
 18.580      7.590   0.0     8.5940
 18.590      8.145   0.0     8.5971
 18.600      8.559   0.0     8.5951
 18.610      8.786   0.0     8.5885
 18.620      8.788   0.0     8.5805
 18.630      8.541   0.0     8.5757
 18.640      8.034   0.0     8.5775
 18.650      7.280   0.0     8.5854
 18.660      6.310   0.0     8.5955
 18.670      5.174   0.0     8.6019
 18.680      3.935   0.0     8.6007
 18.690      2.665   0.0     8.5920
 18.700      1.438   0.0     8.5804
 18.710      0.320   0.0     8.5725
 18.720     -0.632   0.0     8.5731
 18.730     -1.381   0.0     8.5823
 18.740     -1.907   0.0     8.5951
 18.750     -2.211   0.0     8.6043
 18.760     -2.313   0.0     8.6043
 18.770     -2.246   0.0     8.5947
 18.780     -2.055   0.0     8.5808
 18.790     -1.784   0.0     8.5705
 18.800     -1.480   0.0     8.5700
 18.810     -1.181   0.0     8.5799
 18.820     -0.913   0.0     8.5949
 18.830     -0.693   0.0     8.6066
 18.840     -0.526   0.0     8.6082
 18.850     -0.405   0.0     8.5985
 18.860     -0.317   0.0     8.5826
 18.870     -0.249   0.0     8.5693
 18.880     -0.186   0.0     8.5660
 18.890     -0.119   0.0     8.5743
 18.900     -0.046   0.0     8.5895
 18.910      0.029   0.0     8.6031
 18.920      0.091   0.0     8.6076
 18.930      0.122   0.0     8.6009
 18.940      0.100   0.0     8.5872
 18.950      0.003   0.0     8.5746
 18.960     -0.185   0.0     8.5703
 18.970     -0.475   0.0     8.5764
 18.980     -0.868   0.0     8.5889
 18.990     -1.355   0.0     8.6002
 19.000     -1.917   0.0     8.6036
 19.010     -2.525   0.0     8.5973
 19.020     -3.148   0.0     8.5852
 19.030     -3.749   0.0     8.5747
 19.040     -4.294   0.0     8.5718
 19.050     -4.755   0.0     8.5783
 19.060     -5.108   0.0     8.5900
 19.070     -5.340   0.0     8.6000
 19.080     -5.447   0.0     8.6025
 19.090     -5.434   0.0     8.5964
 19.100     -5.312   0.0     8.5856
 19.110     -5.101   0.0     8.5767
 19.120     -4.820   0.0     8.5749
 19.130     -4.490   0.0     8.5807
 19.140     -4.131   0.0     8.5900
 19.150     -3.757   0.0     8.5969
 19.160     -3.379   0.0     8.5969
 19.170     -3.005   0.0     8.5901
 19.180     -2.635   0.0     8.5810
 19.190     -2.268   0.0     8.5756
 19.200     -1.902   0.0     8.5775
 19.210     -1.532   0.0     8.5857
 19.220     -1.156   0.0     8.5954
 19.230     -0.772   0.0     8.6007
 19.240     -0.381   0.0     8.5985
 19.250      0.013   0.0     8.5903
 19.260      0.407   0.0     8.5813
 19.270      0.794   0.0     8.5772
 19.280      1.168   0.0     8.5804
 19.290      1.521   0.0     8.5887
 19.300      1.850   0.0     8.5967
 19.310      2.149   0.0     8.5989
 19.320      2.416   0.0     8.5937
 19.330      2.649   0.0     8.5843
 19.340      2.849   0.0     8.5765
 19.350      3.016   0.0     8.5756
 19.360      3.150   0.0     8.5825
 19.370      3.252   0.0     8.5930
 19.380      3.322   0.0     8.6004
 19.390      3.360   0.0     8.5996
 19.400      3.366   0.0     8.5906
 19.410      3.339   0.0     8.5788
 19.420      3.281   0.0     8.5716
 19.430      3.191   0.0     8.5743
 19.440      3.073   0.0     8.5862
 19.450      2.929   0.0     8.6008
 19.460      2.765   0.0     8.6094
 19.470      2.586   0.0     8.6063
 19.480      2.397   0.0     8.5925
 19.490      2.205   0.0     8.5753
 19.500      2.015   0.0     8.5648
 19.510      1.831   0.0     8.5674
 19.520      1.655   0.0     8.5823
 19.530      1.490   0.0     8.6015
 19.540      1.332   0.0     8.6141
 19.550      1.178   0.0     8.6126
 19.560      1.023   0.0     8.5974
 19.570      0.860   0.0     8.5765
 19.580      0.681   0.0     8.5615
 19.590      0.477   0.0     8.5606
 19.600      0.238   0.0     8.5740
 19.610     -0.044   0.0     8.5940
 19.620     -0.377   0.0     8.6095
 19.630     -0.764   0.0     8.6121
 19.640     -1.209   0.0     8.6012
 19.650     -1.710   0.0     8.5837
 19.660     -2.260   0.0     8.5702
 19.670     -2.850   0.0     8.5685
 19.680     -3.462   0.0     8.5789
 19.690     -4.076   0.0     8.5946
 19.700     -4.667   0.0     8.6057
 19.710     -5.206   0.0     8.6053
 19.720     -5.665   0.0     8.5939
 19.730     -6.015   0.0     8.5788
 19.740     -6.231   0.0     8.5694
 19.750     -6.293   0.0     8.5718
 19.760     -6.192   0.0     8.5846
 19.770     -5.927   0.0     8.5998
 19.780     -5.508   0.0     8.6078
 19.790     -4.957   0.0     8.6033
 19.800     -4.306   0.0     8.5888
 19.810     -3.595   0.0     8.5730
 19.820     -2.869   0.0     8.5660
 19.830     -2.173   0.0     8.5725
 19.840     -1.552   0.0     8.5889
 19.850     -1.039   0.0     8.6054
 19.860     -0.661   0.0     8.6116
 19.870     -0.430   0.0     8.6031
 19.880     -0.344   0.0     8.5843
 19.890     -0.386   0.0     8.5663
 19.900     -0.529   0.0     8.5602
 19.910     -0.736   0.0     8.5707
 19.920     -0.966   0.0     8.5925
 19.930     -1.178   0.0     8.6133
 19.940     -1.335   0.0     8.6209
 19.950     -1.408   0.0     8.6102
 19.960     -1.382   0.0     8.5868
 19.970     -1.253   0.0     8.5636
 19.980     -1.031   0.0     8.5539
 19.990     -0.735   0.0     8.5634
 20.000     -0.397   0.0     8.5869
