  r          G(r)    dr      dG(r)
 15.030      1.458   0.0     0.3876
 15.040      1.569   0.0     0.3876
 15.050      1.666   0.0     0.3881
 15.060      1.765   0.0     0.3886
 15.070      1.880   0.0     0.3890
 15.080      2.021   0.0     0.3889
 15.090      2.195   0.0     0.3885
 15.100      2.401   0.0     0.3879
 15.110      2.633   0.0     0.3877
 15.120      2.877   0.0     0.3878
 15.130      3.117   0.0     0.3882
 15.140      3.333   0.0     0.3887
 15.150      3.505   0.0     0.3888
 15.160      3.618   0.0     0.3886
 15.170      3.659   0.0     0.3881
 15.180      3.621   0.0     0.3878
 15.190      3.504   0.0     0.3877
 15.200      3.316   0.0     0.3881
 15.210      3.068   0.0     0.3887
 15.220      2.778   0.0     0.3890
 15.230      2.466   0.0     0.3889
 15.240      2.157   0.0     0.3884
 15.250      1.871   0.0     0.3878
 15.260      1.630   0.0     0.3874
 15.270      1.453   0.0     0.3876
 15.280      1.353   0.0     0.3882
 15.290      1.342   0.0     0.3889
 15.300      1.424   0.0     0.3892
 15.310      1.599   0.0     0.3890
 15.320      1.863   0.0     0.3884
 15.330      2.206   0.0     0.3876
 15.340      2.611   0.0     0.3872
 15.350      3.061   0.0     0.3875
 15.360      3.531   0.0     0.3883
 15.370      3.997   0.0     0.3892
 15.380      4.428   0.0     0.3896
 15.390      4.799   0.0     0.3893
 15.400      5.081   0.0     0.3884
 15.410      5.250   0.0     0.3873
 15.420      5.288   0.0     0.3867
 15.430      5.180   0.0     0.3870
 15.440      4.922   0.0     0.3879
 15.450      4.516   0.0     0.3891
 15.460      3.971   0.0     0.3898
 15.470      3.307   0.0     0.3897
 15.480      2.548   0.0     0.3888
 15.490      1.723   0.0     0.3876
 15.500      0.863   0.0     0.3869
 15.510      0.000   0.0     0.3869
 15.520     -0.838   0.0     0.3877
 15.530     -1.626   0.0     0.3889
 15.540     -2.346   0.0     0.3897
 15.550     -2.987   0.0     0.3898
 15.560     -3.544   0.0     0.3890
 15.570     -4.020   0.0     0.3879
 15.580     -4.422   0.0     0.3871
 15.590     -4.759   0.0     0.3870
 15.600     -5.045   0.0     0.3876
 15.610     -5.292   0.0     0.3887
 15.620     -5.509   0.0     0.3895
 15.630     -5.702   0.0     0.3896
 15.640     -5.875   0.0     0.3890
 15.650     -6.025   0.0     0.3881
 15.660     -6.148   0.0     0.3873
 15.670     -6.236   0.0     0.3871
 15.680     -6.280   0.0     0.3876
 15.690     -6.270   0.0     0.3885
 15.700     -6.199   0.0     0.3891
 15.710     -6.063   0.0     0.3893
 15.720     -5.859   0.0     0.3889
 15.730     -5.591   0.0     0.3882
 15.740     -5.265   0.0     0.3876
 15.750     -4.891   0.0     0.3875
 15.760     -4.483   0.0     0.3879
 15.770     -4.054   0.0     0.3885
 15.780     -3.620   0.0     0.3890
 15.790     -3.196   0.0     0.3891
 15.800     -2.797   0.0     0.3888
 15.810     -2.433   0.0     0.3882
 15.820     -2.114   0.0     0.3878
 15.830     -1.844   0.0     0.3877
 15.840     -1.626   0.0     0.3880
 15.850     -1.458   0.0     0.3884
 15.860     -1.335   0.0     0.3887
 15.870     -1.250   0.0     0.3887
 15.880     -1.193   0.0     0.3884
 15.890     -1.152   0.0     0.3881
 15.900     -1.115   0.0     0.3880
 15.910     -1.072   0.0     0.3882
 15.920     -1.012   0.0     0.3885
 15.930     -0.927   0.0     0.3887
 15.940     -0.814   0.0     0.3887
 15.950     -0.672   0.0     0.3884
 15.960     -0.503   0.0     0.3880
 15.970     -0.317   0.0     0.3878
 15.980     -0.121   0.0     0.3879
 15.990      0.070   0.0     0.3883
 16.000      0.246   0.0     0.3887
 16.010      0.394   0.0     0.3889
 16.020      0.508   0.0     0.3887
 16.030      0.583   0.0     0.3883
 16.040      0.623   0.0     0.3878
 16.050      0.637   0.0     0.3876
 16.060      0.639   0.0     0.3878
 16.070      0.648   0.0     0.3883
 16.080      0.686   0.0     0.3889
 16.090      0.775   0.0     0.3891
 16.100      0.934   0.0     0.3888
 16.110      1.174   0.0     0.3883
 16.120      1.500   0.0     0.3877
 16.130      1.907   0.0     0.3875
 16.140      2.377   0.0     0.3878
 16.150      2.883   0.0     0.3884
 16.160      3.393   0.0     0.3889
 16.170      3.867   0.0     0.3891
 16.180      4.265   0.0     0.3888
 16.190      4.552   0.0     0.3881
 16.200      4.703   0.0     0.3876
 16.210      4.704   0.0     0.3876
 16.220      4.555   0.0     0.3880
 16.230      4.275   0.0     0.3886
 16.240      3.895   0.0     0.3892
 16.250      3.463   0.0     0.3892
 16.260      3.032   0.0     0.3887
 16.270      2.660   0.0     0.3879
 16.280      2.404   0.0     0.3873
 16.290      2.309   0.0     0.3873
 16.300      2.409   0.0     0.3878
 16.310      2.720   0.0     0.3887
 16.320      3.238   0.0     0.3893
 16.330      3.939   0.0     0.3894
 16.340      4.783   0.0     0.3888
 16.350      5.716   0.0     0.3879
 16.360      6.673   0.0     0.3872
 16.370      7.590   0.0     0.3871
 16.380      8.405   0.0     0.3877
 16.390      9.064   0.0     0.3887
 16.400      9.526   0.0     0.3894
 16.410      9.768   0.0     0.3895
 16.420      9.781   0.0     0.3889
 16.430      9.573   0.0     0.3880
 16.440      9.164   0.0     0.3872
 16.450      8.584   0.0     0.3871
 16.460      7.869   0.0     0.3877
 16.470      7.054   0.0     0.3887
 16.480      6.175   0.0     0.3895
 16.490      5.260   0.0     0.3896
 16.500      4.332   0.0     0.3889
 16.510      3.407   0.0     0.3879
 16.520      2.496   0.0     0.3871
 16.530      1.607   0.0     0.3869
 16.540      0.745   0.0     0.3876
 16.550     -0.082   0.0     0.3886
 16.560     -0.866   0.0     0.3895
 16.570     -1.593   0.0     0.3897
 16.580     -2.245   0.0     0.3892
 16.590     -2.804   0.0     0.3881
 16.600     -3.247   0.0     0.3872
 16.610     -3.556   0.0     0.3869
 16.620     -3.715   0.0     0.3873
 16.630     -3.715   0.0     0.3883
 16.640     -3.555   0.0     0.3892
 16.650     -3.245   0.0     0.3895
 16.660     -2.802   0.0     0.3891
 16.670     -2.251   0.0     0.3883
 16.680     -1.625   0.0     0.3875
 16.690     -0.957   0.0     0.3872
 16.700     -0.284   0.0     0.3875
 16.710      0.362   0.0     0.3882
 16.720      0.953   0.0     0.3889
 16.730      1.466   0.0     0.3892
 16.740      1.887   0.0     0.3890
 16.750      2.205   0.0     0.3884
 16.760      2.419   0.0     0.3878
 16.770      2.526   0.0     0.3876
 16.780      2.531   0.0     0.3878
 16.790      2.434   0.0     0.3883
 16.800      2.237   0.0     0.3888
 16.810      1.940   0.0     0.3889
 16.820      1.544   0.0     0.3886
 16.830      1.047   0.0     0.3881
 16.840      0.452   0.0     0.3878
 16.850     -0.238   0.0     0.3878
 16.860     -1.012   0.0     0.3881
 16.870     -1.853   0.0     0.3885
 16.880     -2.739   0.0     0.3888
 16.890     -3.638   0.0     0.3888
 16.900     -4.518   0.0     0.3884
 16.910     -5.341   0.0     0.3880
 16.920     -6.070   0.0     0.3878
 16.930     -6.673   0.0     0.3879
 16.940     -7.123   0.0     0.3883
 16.950     -7.402   0.0     0.3888
 16.960     -7.506   0.0     0.3890
 16.970     -7.438   0.0     0.3888
 16.980     -7.215   0.0     0.3883
 16.990     -6.861   0.0     0.3878
 17.000     -6.409   0.0     0.3877
 17.010     -5.892   0.0     0.3879
 17.020     -5.345   0.0     0.3884
 17.030     -4.800   0.0     0.3888
 17.040     -4.283   0.0     0.3889
 17.050     -3.814   0.0     0.3887
 17.060     -3.404   0.0     0.3882
 17.070     -3.059   0.0     0.3877
 17.080     -2.778   0.0     0.3876
 17.090     -2.555   0.0     0.3879
 17.100     -2.382   0.0     0.3885
 17.110     -2.252   0.0     0.3889
 17.120     -2.156   0.0     0.3890
 17.130     -2.088   0.0     0.3887
 17.140     -2.041   0.0     0.3881
 17.150     -2.012   0.0     0.3877
 17.160     -1.994   0.0     0.3876
 17.170     -1.983   0.0     0.3879
 17.180     -1.968   0.0     0.3884
 17.190     -1.940   0.0     0.3889
 17.200     -1.884   0.0     0.3890
 17.210     -1.787   0.0     0.3887
 17.220     -1.634   0.0     0.3882
 17.230     -1.412   0.0     0.3878
 17.240     -1.113   0.0     0.3877
 17.250     -0.734   0.0     0.3879
 17.260     -0.281   0.0     0.3883
 17.270      0.233   0.0     0.3887
 17.280      0.788   0.0     0.3888
 17.290      1.355   0.0     0.3885
 17.300      1.905   0.0     0.3882
 17.310      2.404   0.0     0.3880
 17.320      2.824   0.0     0.3880
 17.330      3.141   0.0     0.3883
 17.340      3.340   0.0     0.3886
 17.350      3.415   0.0     0.3886
 17.360      3.374   0.0     0.3884
 17.370      3.231   0.0     0.3881
 17.380      3.011   0.0     0.3878
 17.390      2.742   0.0     0.3879
 17.400      2.455   0.0     0.3882
 17.410      2.179   0.0     0.3887
 17.420      1.939   0.0     0.3891
 17.430      1.749   0.0     0.3890
 17.440      1.619   0.0     0.3886
 17.450      1.545   0.0     0.3880
 17.460      1.518   0.0     0.3875
 17.470      1.523   0.0     0.3875
 17.480      1.541   0.0     0.3879
 17.490      1.553   0.0     0.3886
 17.500      1.543   0.0     0.3891
 17.510      1.497   0.0     0.3892
 17.520      1.411   0.0     0.3888
 17.530      1.282   0.0     0.3881
 17.540      1.116   0.0     0.3876
 17.550      0.920   0.0     0.3874
 17.560      0.704   0.0     0.3878
 17.570      0.474   0.0     0.3885
 17.580      0.237   0.0     0.3891
 17.590     -0.008   0.0     0.3892
 17.600     -0.262   0.0     0.3888
 17.610     -0.532   0.0     0.3882
 17.620     -0.826   0.0     0.3876
 17.630     -1.150   0.0     0.3875
 17.640     -1.509   0.0     0.3879
 17.650     -1.899   0.0     0.3885
 17.660     -2.312   0.0     0.3890
 17.670     -2.728   0.0     0.3891
 17.680     -3.124   0.0     0.3887
 17.690     -3.468   0.0     0.3880
 17.700     -3.728   0.0     0.3875
 17.710     -3.873   0.0     0.3875
 17.720     -3.880   0.0     0.3879
 17.730     -3.733   0.0     0.3886
 17.740     -3.432   0.0     0.3891
 17.750     -2.991   0.0     0.3892
 17.760     -2.437   0.0     0.3887
 17.770     -1.815   0.0     0.3880
 17.780     -1.175   0.0     0.3875
 17.790     -0.575   0.0     0.3874
 17.800     -0.071   0.0     0.3878
 17.810      0.286   0.0     0.3886
 17.820      0.458   0.0     0.3891
 17.830      0.422   0.0     0.3892
 17.840      0.172   0.0     0.3888
 17.850     -0.280   0.0     0.3881
 17.860     -0.905   0.0     0.3874
 17.870     -1.661   0.0     0.3873
 17.880     -2.499   0.0     0.3876
 17.890     -3.365   0.0     0.3883
 17.900     -4.209   0.0     0.3890
 17.910     -4.990   0.0     0.3892
 17.920     -5.675   0.0     0.3890
 17.930     -6.245   0.0     0.3884
 17.940     -6.696   0.0     0.3879
 17.950     -7.033   0.0     0.3876
 17.960     -7.272   0.0     0.3878
 17.970     -7.433   0.0     0.3882
 17.980     -7.537   0.0     0.3886
 17.990     -7.601   0.0     0.3888
 18.000     -7.636   0.0     0.3887
 18.010     -7.645   0.0     0.3884
 18.020     -7.622   0.0     0.3880
 18.030     -7.552   0.0     0.3879
 18.040     -7.416   0.0     0.3880
 18.050     -7.193   0.0     0.3883
 18.060     -6.860   0.0     0.3885
 18.070     -6.403   0.0     0.3885
 18.080     -5.814   0.0     0.3884
 18.090     -5.095   0.0     0.3882
 18.100     -4.262   0.0     0.3881
 18.110     -3.338   0.0     0.3881
 18.120     -2.357   0.0     0.3883
 18.130     -1.360   0.0     0.3885
 18.140     -0.390   0.0     0.3886
 18.150      0.511   0.0     0.3885
 18.160      1.306   0.0     0.3882
 18.170      1.964   0.0     0.3880
 18.180      2.464   0.0     0.3880
 18.190      2.797   0.0     0.3881
 18.200      2.963   0.0     0.3884
 18.210      2.973   0.0     0.3885
 18.220      2.847   0.0     0.3885
 18.230      2.610   0.0     0.3884
 18.240      2.291   0.0     0.3881
 18.250      1.920   0.0     0.3880
 18.260      1.528   0.0     0.3881
 18.270      1.141   0.0     0.3883
 18.280      0.785   0.0     0.3886
 18.290      0.477   0.0     0.3887
 18.300      0.233   0.0     0.3887
 18.310      0.062   0.0     0.3884
 18.320     -0.031   0.0     0.3880
 18.330     -0.044   0.0     0.3878
 18.340      0.020   0.0     0.3879
 18.350      0.156   0.0     0.3881
 18.360      0.356   0.0     0.3884
 18.370      0.611   0.0     0.3886
 18.380      0.909   0.0     0.3886
 18.390      1.241   0.0     0.3884
 18.400      1.594   0.0     0.3882
 18.410      1.958   0.0     0.3881
 18.420      2.326   0.0     0.3881
 18.430      2.688   0.0     0.3883
 18.440      3.039   0.0     0.3884
 18.450      3.377   0.0     0.3885
 18.460      3.698   0.0     0.3884
 18.470      4.001   0.0     0.3883
 18.480      4.287   0.0     0.3882
 18.490      4.555   0.0     0.3882
 18.500      4.802   0.0     0.3883
 18.510      5.026   0.0     0.3885
 18.520      5.224   0.0     0.3885
 18.530      5.392   0.0     0.3883
 18.540      5.524   0.0     0.3881
 18.550      5.617   0.0     0.3879
 18.560      5.670   0.0     0.3880
 18.570      5.684   0.0     0.3883
 18.580      5.664   0.0     0.3887
 18.590      5.619   0.0     0.3889
 18.600      5.563   0.0     0.3888
 18.610      5.512   0.0     0.3885
 18.620      5.482   0.0     0.3880
 18.630      5.491   0.0     0.3877
 18.640      5.551   0.0     0.3877
 18.650      5.672   0.0     0.3881
 18.660      5.854   0.0     0.3887
 18.670      6.091   0.0     0.3891
 18.680      6.366   0.0     0.3890
 18.690      6.658   0.0     0.3886
 18.700      6.937   0.0     0.3880
 18.710      7.173   0.0     0.3875
 18.720      7.334   0.0     0.3875
 18.730      7.395   0.0     0.3880
 18.740      7.336   0.0     0.3886
 18.750      7.146   0.0     0.3891
 18.760      6.828   0.0     0.3891
 18.770      6.394   0.0     0.3886
 18.780      5.866   0.0     0.3879
 18.790      5.274   0.0     0.3874
 18.800      4.651   0.0     0.3874
 18.810      4.029   0.0     0.3880
 18.820      3.436   0.0     0.3889
 18.830      2.894   0.0     0.3895
 18.840      2.414   0.0     0.3895
 18.850      1.995   0.0     0.3888
 18.860      1.628   0.0     0.3878
 18.870      1.294   0.0     0.3871
 18.880      0.972   0.0     0.3869
 18.890      0.637   0.0     0.3875
 18.900      0.271   0.0     0.3886
 18.910     -0.140   0.0     0.3895
 18.920     -0.598   0.0     0.3898
 18.930     -1.094   0.0     0.3893
 18.940     -1.610   0.0     0.3883
 18.950     -2.120   0.0     0.3874
 18.960     -2.589   0.0     0.3870
 18.970     -2.987   0.0     0.3873
 18.980     -3.285   0.0     0.3882
 18.990     -3.461   0.0     0.3891
 19.000     -3.509   0.0     0.3895
 19.010     -3.433   0.0     0.3893
 19.020     -3.251   0.0     0.3885
 19.030     -2.994   0.0     0.3877
 19.040     -2.698   0.0     0.3873
 19.050     -2.405   0.0     0.3875
 19.060     -2.155   0.0     0.3881
 19.070     -1.978   0.0     0.3889
 19.080     -1.897   0.0     0.3893
 19.090     -1.918   0.0     0.3891
 19.100     -2.035   0.0     0.3885
 19.110     -2.225   0.0     0.3878
 19.120     -2.459   0.0     0.3875
 19.130     -2.698   0.0     0.3876
 19.140     -2.906   0.0     0.3881
 19.150     -3.048   0.0     0.3887
 19.160     -3.100   0.0     0.3890
 19.170     -3.051   0.0     0.3889
 19.180     -2.903   0.0     0.3884
 19.190     -2.672   0.0     0.3879
 19.200     -2.386   0.0     0.3876
 19.210     -2.078   0.0     0.3877
 19.220     -1.787   0.0     0.3882
 19.230     -1.545   0.0     0.3886
 19.240     -1.379   0.0     0.3888
 19.250     -1.303   0.0     0.3887
 19.260     -1.319   0.0     0.3884
 19.270     -1.415   0.0     0.3881
 19.280     -1.565   0.0     0.3880
 19.290     -1.737   0.0     0.3881
 19.300     -1.894   0.0     0.3884
 19.310     -2.001   0.0     0.3886
 19.320     -2.026   0.0     0.3885
 19.330     -1.950   0.0     0.3884
 19.340     -1.765   0.0     0.3881
 19.350     -1.475   0.0     0.3881
 19.360     -1.094   0.0     0.3882
 19.370     -0.648   0.0     0.3884
 19.380     -0.165   0.0     0.3886
 19.390      0.327   0.0     0.3886
 19.400      0.802   0.0     0.3883
 19.410      1.245   0.0     0.3879
 19.420      1.648   0.0     0.3877
 19.430      2.014   0.0     0.3878
 19.440      2.353   0.0     0.3883
 19.450      2.684   0.0     0.3888
 19.460      3.024   0.0     0.3892
 19.470      3.391   0.0     0.3891
 19.480      3.794   0.0     0.3885
 19.490      4.232   0.0     0.3879
 19.500      4.693   0.0     0.3874
 19.510      5.154   0.0     0.3874
 19.520      5.582   0.0     0.3880
 19.530      5.938   0.0     0.3887
 19.540      6.182   0.0     0.3892
 19.550      6.278   0.0     0.3892
 19.560      6.200   0.0     0.3887
 19.570      5.934   0.0     0.3880
 19.580      5.482   0.0     0.3875
 19.590      4.864   0.0     0.3874
 19.600      4.113   0.0     0.3878
 19.610      3.274   0.0     0.3885
 19.620      2.399   0.0     0.3890
 19.630      1.541   0.0     0.3891
 19.640      0.747   0.0     0.3886
 19.650      0.055   0.0     0.3880
 19.660     -0.511   0.0     0.3876
 19.670     -0.946   0.0     0.3876
 19.680     -1.257   0.0     0.3880
 19.690     -1.468   0.0     0.3886
 19.700     -1.611   0.0     0.3890
 19.710     -1.725   0.0     0.3889
 19.720     -1.845   0.0     0.3884
 19.730     -2.006   0.0     0.3878
 19.740     -2.228   0.0     0.3875
 19.750     -2.522   0.0     0.3877
 19.760     -2.883   0.0     0.3883
 19.770     -3.296   0.0     0.3890
 19.780     -3.734   0.0     0.3892
 19.790     -4.164   0.0     0.3889
 19.800     -4.555   0.0     0.3882
 19.810     -4.876   0.0     0.3875
 19.820     -5.103   0.0     0.3872
 19.830     -5.223   0.0     0.3876
 19.840     -5.233   0.0     0.3883
 19.850     -5.141   0.0     0.3891
 19.860     -4.962   0.0     0.3894
 19.870     -4.719   0.0     0.3890
 19.880     -4.434   0.0     0.3881
 19.890     -4.128   0.0     0.3873
 19.900     -3.819   0.0     0.3871
 19.910     -3.514   0.0     0.3875
 19.920     -3.216   0.0     0.3885
 19.930     -2.918   0.0     0.3894
 19.940     -2.610   0.0     0.3897
 19.950     -2.278   0.0     0.3893
 19.960     -1.908   0.0     0.3884
 19.970     -1.492   0.0     0.3874
 19.980     -1.029   0.0     0.3869
 19.990     -0.523   0.0     0.3873
 20.000      0.009   0.0     0.3882
