# gr.py output, gr.py by Lukasz Cwiklik, cwiklik<at>gmail.com
# radial distribution function for atoms: K and K
# periodic boundary conditions used (box size: 77.9756 x 67.5288 x 9.04)
# number of analyzed time frames: 1
#r                  G(r)_norm           g(r)_unnonorm       g(r)_unnorm_cumsum  
39.19000            -212.21731          14.00000            2551680.00000       
39.21000            -212.79809          6.00000             2552544.00000       
39.23000            -212.43559          14.00000            2554560.00000       
39.25000            -213.13369          4.00000             2555136.00000       
39.27000            -212.53615          16.00000            2557440.00000       
39.29000            -212.76302          14.00000            2559456.00000       
39.31000            -213.46022          4.00000             2560032.00000       
39.33000            -213.21641          10.00000            2561472.00000       
39.35000            -212.50300          24.00000            2564928.00000       
39.37000            -213.55188          8.00000             2566080.00000       
39.39000            -213.77822          6.00000             2566944.00000       
39.41000            -213.53518          12.00000            2568672.00000       
39.43000            -213.87877          8.00000             2569824.00000       
39.45000            -213.75334          12.00000            2571552.00000       
39.47000            -213.86242          12.00000            2573280.00000       
39.49000            -214.20565          8.00000             2574432.00000       
39.51000            -214.43162          6.00000             2575296.00000       
39.53000            -214.42357          8.00000             2576448.00000       
39.55000            -213.94805          18.00000            2579040.00000       
39.57000            -214.75833          6.00000             2579904.00000       
39.59000            -213.69944          26.00000            2583648.00000       
39.61000            -214.15909          20.00000            2586528.00000       
39.63000            -214.73505          12.00000            2588256.00000       
39.65000            -214.96072          10.00000            2589696.00000       
39.67000            -214.72011          16.00000            2592000.00000       
39.69000            -215.17876          10.00000            2593440.00000       
39.71000            -215.40420          8.00000             2594592.00000       
39.73000            -215.86226          2.00000             2594880.00000       
39.75000            -215.73842          6.00000             2595744.00000       
39.77000            -215.38232          14.00000            2597760.00000       
39.79000            -215.02669          22.00000            2600928.00000       
39.81000            -216.18125          4.00000             2601504.00000       
39.83000            -215.94187          10.00000            2602944.00000       
39.85000            -215.93487          12.00000            2604672.00000       
39.87000            -216.15990          10.00000            2606112.00000       
39.89000            -216.26891          10.00000            2607552.00000       
39.91000            -216.72545          4.00000             2608128.00000       
39.93000            -216.48694          10.00000            2609568.00000       
39.95000            -216.48022          12.00000            2611296.00000       
39.97000            -216.47363          14.00000            2613312.00000       
39.99000            -216.46714          16.00000            2615616.00000       
40.01000            -216.92299          10.00000            2617056.00000       
40.03000            -217.14749          8.00000             2618208.00000       
40.05000            -216.91014          14.00000            2620224.00000       
40.07000            -217.36540          8.00000             2621376.00000       
40.09000            -217.47435          8.00000             2622528.00000       
40.11000            -217.58331          8.00000             2623680.00000       
40.13000            -217.57705          10.00000            2625120.00000       
40.15000            -217.80121          8.00000             2626272.00000       
40.17000            -217.91017          8.00000             2627424.00000       
40.19000            -218.13415          6.00000             2628288.00000       
40.21000            -218.12807          8.00000             2629440.00000       
40.23000            -218.58178          2.00000             2629728.00000       
40.25000            -218.23111          10.00000            2631168.00000       
40.27000            -218.56973          6.00000             2632032.00000       
40.29000            -218.79337          4.00000             2632608.00000       
40.31000            -218.55813          10.00000            2634048.00000       
40.33000            -218.78178          8.00000             2635200.00000       
40.35000            -218.77615          10.00000            2636640.00000       
40.37000            -219.22872          4.00000             2637216.00000       
40.39000            -218.99416          10.00000            2638656.00000       
40.41000            -219.33199          6.00000             2639520.00000       
40.43000            -218.98347          14.00000            2641536.00000       
40.45000            -219.09259          14.00000            2643552.00000       
40.47000            -219.65867          6.00000             2644416.00000       
40.49000            -219.42501          12.00000            2646144.00000       
40.51000            -219.07757          20.00000            2649024.00000       
40.53000            -219.87127          8.00000             2650176.00000       
40.55000            -219.86621          10.00000            2651616.00000       
40.57000            -220.43104          2.00000             2651904.00000       
40.59000            -219.85641          14.00000            2653920.00000       
40.61000            -220.42091          6.00000             2654784.00000       
40.63000            -220.52980          6.00000             2655648.00000       
40.65000            -220.29749          12.00000            2657376.00000       
40.67000            -220.74758          6.00000             2658240.00000       
40.69000            -220.74285          8.00000             2659392.00000       
40.71000            -220.73823          10.00000            2660832.00000       
40.73000            -220.73373          12.00000            2662560.00000       
40.75000            -221.06969          8.00000             2663712.00000       
40.77000            -221.17864          8.00000             2664864.00000       
40.79000            -221.17424          10.00000            2666304.00000       
40.81000            -220.94338          16.00000            2668608.00000       
40.83000            -221.73194          4.00000             2669184.00000       
40.85000            -221.95395          2.00000             2669472.00000       
40.87000            -221.83648          6.00000             2670336.00000       
40.89000            -221.83231          8.00000             2671488.00000       
40.91000            -221.94125          8.00000             2672640.00000       
40.93000            -222.16315          6.00000             2673504.00000       
40.95000            -221.93334          12.00000            2675232.00000       
40.97000            -222.26808          8.00000             2676384.00000       
40.99000            -222.82819          0.00000             2676384.00000       
41.01000            -222.59870          6.00000             2677248.00000       
41.03000            -221.91883          20.00000            2680128.00000       
41.05000            -222.70386          8.00000             2681280.00000       
41.07000            -222.70023          10.00000            2682720.00000       
41.09000            -223.03426          6.00000             2683584.00000       
41.11000            -223.14314          6.00000             2684448.00000       
41.13000            -223.02722          10.00000            2685888.00000       
41.15000            -223.47327          4.00000             2686464.00000       
41.17000            -223.58210          4.00000             2687040.00000       
41.19000            -223.46645          8.00000             2688192.00000       
41.21000            -223.57539          8.00000             2689344.00000       
41.23000            -224.02073          2.00000             2689632.00000       
41.25000            -223.79327          8.00000             2690784.00000       
41.27000            -223.67816          12.00000            2692512.00000       
41.29000            -224.12312          6.00000             2693376.00000       
41.31000            -224.34392          4.00000             2693952.00000       
41.33000            -224.00531          12.00000            2695680.00000       
41.35000            -224.33797          8.00000             2696832.00000       
41.37000            -224.78217          2.00000             2697120.00000       
41.39000            -224.10905          16.00000            2699424.00000       
41.41000            -224.66479          8.00000             2700576.00000       
41.43000            -224.77373          8.00000             2701728.00000       
41.45000            -224.88267          8.00000             2702880.00000       
41.47000            -225.32606          2.00000             2703168.00000       
41.49000            -225.21197          6.00000             2704032.00000       
41.51000            -225.09810          10.00000            2705472.00000       
41.53000            -225.42974          6.00000             2706336.00000       
41.55000            -225.31609          10.00000            2707776.00000       
41.57000            -225.42508          10.00000            2709216.00000       
41.59000            -225.75639          6.00000             2710080.00000       
41.61000            -225.53195          12.00000            2711808.00000       
41.63000            -226.08522          4.00000             2712384.00000       
41.65000            -225.75004          12.00000            2714112.00000       
41.67000            -226.30288          4.00000             2714688.00000       
41.69000            -226.18991          8.00000             2715840.00000       
41.71000            -226.07716          12.00000            2717568.00000       
41.73000            -226.40779          8.00000             2718720.00000       
41.75000            -226.73819          4.00000             2719296.00000       
41.77000            -226.84702          4.00000             2719872.00000       
41.79000            -226.51333          12.00000            2721600.00000       
41.81000            -227.06468          4.00000             2722176.00000       
41.83000            -227.06299          6.00000             2723040.00000       
41.85000            -227.17187          6.00000             2723904.00000       
41.87000            -227.39117          4.00000             2724480.00000       
41.89000            -227.16890          10.00000            2725920.00000       
41.91000            -227.27788          10.00000            2727360.00000       
41.93000            -227.49713          8.00000             2728512.00000       
41.95000            -227.71627          6.00000             2729376.00000       
41.97000            -227.49469          12.00000            2731104.00000       
41.99000            -227.93403          6.00000             2731968.00000       
42.01000            -227.82281          10.00000            2733408.00000       
42.03000            -227.93180          10.00000            2734848.00000       
42.05000            -228.48057          2.00000             2735136.00000       
42.07000            -228.36956          6.00000             2736000.00000       
42.09000            -228.03907          14.00000            2738016.00000       
42.11000            -228.36773          10.00000            2739456.00000       
42.13000            -228.47672          10.00000            2740896.00000       
42.15000            -228.91476          4.00000             2741472.00000       
42.17000            -228.91395          6.00000             2742336.00000       
42.19000            -228.91325          8.00000             2743488.00000       
42.21000            -229.13171          6.00000             2744352.00000       
42.23000            -229.02163          10.00000            2745792.00000       
42.25000            -229.24004          8.00000             2746944.00000       
42.27000            -229.02085          14.00000            2748960.00000       
42.29000            -229.89519          0.00000             2748960.00000       
42.31000            -229.78537          4.00000             2749536.00000       
42.33000            -229.89420          4.00000             2750112.00000       
42.35000            -229.67552          10.00000            2751552.00000       
42.37000            -229.78450          10.00000            2752992.00000       
42.39000            -230.22068          4.00000             2753568.00000       
42.41000            -230.22049          6.00000             2754432.00000       
42.43000            -230.65626          0.00000             2754432.00000       
42.45000            -230.11152          12.00000            2756160.00000       
42.47000            -229.89397          18.00000            2758752.00000       
42.49000            -230.87362          2.00000             2759040.00000       
42.51000            -230.65612          8.00000             2760192.00000       
42.53000            -230.65634          10.00000            2761632.00000       
42.55000            -230.87398          8.00000             2762784.00000       
42.57000            -231.30871          2.00000             2763072.00000       
42.59000            -231.20038          6.00000             2763936.00000       
42.61000            -231.41776          4.00000             2764512.00000       
42.63000            -231.09278          12.00000            2766240.00000       
42.65000            -231.20181          12.00000            2767968.00000       
42.67000            -231.74424          4.00000             2768544.00000       
42.69000            -231.74476          6.00000             2769408.00000       
42.71000            -231.96189          4.00000             2769984.00000       
42.73000            -231.85432          8.00000             2771136.00000       
42.75000            -231.74695          12.00000            2772864.00000       
42.77000            -231.74788          14.00000            2774880.00000       
42.79000            -232.39718          4.00000             2775456.00000       
42.81000            -232.39801          6.00000             2776320.00000       
42.83000            -232.61483          4.00000             2776896.00000       
42.85000            -232.83155          2.00000             2777184.00000       
42.87000            -232.72464          6.00000             2778048.00000       
42.89000            -232.72572          8.00000             2779200.00000       
42.91000            -233.15787          2.00000             2779488.00000       
42.93000            -233.15895          4.00000             2780064.00000       
42.95000            -232.51427          18.00000            2782656.00000       
42.97000            -232.83863          14.00000            2784672.00000       
42.99000            -233.05525          12.00000            2786400.00000       
43.01000            -233.27177          10.00000            2787840.00000       
43.03000            -233.70307          4.00000             2788416.00000       
43.05000            -233.70450          6.00000             2789280.00000       
43.07000            -233.81337          6.00000             2790144.00000       
43.09000            -234.02954          4.00000             2790720.00000       
43.11000            -234.03111          6.00000             2791584.00000       
43.13000            -233.92560          10.00000            2793024.00000       
43.15000            -234.35600          4.00000             2793600.00000       
43.17000            -234.57192          2.00000             2793888.00000       
43.19000            -234.35956          8.00000             2795040.00000       
43.21000            -234.57548          6.00000             2795904.00000       
43.23000            -234.36351          12.00000            2797632.00000       
43.25000            -234.90011          4.00000             2798208.00000       
43.27000            -234.79524          8.00000             2799360.00000       
43.29000            -234.90416          8.00000             2800512.00000       
43.31000            -235.22658          4.00000             2801088.00000       
43.33000            -235.44210          2.00000             2801376.00000       
43.35000            -235.55087          2.00000             2801664.00000       
43.37000            -235.33984          8.00000             2802816.00000       
43.39000            -235.23566          12.00000            2804544.00000       
43.41000            -235.55768          8.00000             2805696.00000       
43.43000            -235.56015          10.00000            2807136.00000       
43.45000            -235.98833          4.00000             2807712.00000       
43.47000            -236.09715          4.00000             2808288.00000       
43.49000            -236.20597          4.00000             2808864.00000       
43.51000            -236.52731          0.00000             2808864.00000       
43.53000            -236.63603          0.00000             2808864.00000       
43.55000            -236.32012          8.00000             2810016.00000       
43.57000            -236.53514          6.00000             2810880.00000       
43.59000            -236.32583          12.00000            2812608.00000       
43.61000            -236.75288          6.00000             2813472.00000       
43.63000            -236.75579          8.00000             2814624.00000       
43.65000            -236.86470          8.00000             2815776.00000       
43.67000            -236.97362          8.00000             2816928.00000       
43.69000            -237.40000          2.00000             2817216.00000       
43.71000            -237.08568          10.00000            2818656.00000       
43.73000            -237.40610          6.00000             2819520.00000       
43.75000            -237.51496          6.00000             2820384.00000       
43.77000            -237.94071          0.00000             2820384.00000       
43.79000            -237.73270          6.00000             2821248.00000       
43.81000            -237.73604          8.00000             2822400.00000       
43.83000            -238.16140          2.00000             2822688.00000       
43.85000            -238.27017          2.00000             2822976.00000       
43.87000            -238.37894          2.00000             2823264.00000       
43.89000            -238.48771          2.00000             2823552.00000       
43.91000            -238.17533          10.00000            2824992.00000       
43.93000            -238.38953          8.00000             2826144.00000       
43.95000            -238.70883          4.00000             2826720.00000       
43.97000            -238.60736          8.00000             2827872.00000       
43.99000            -238.82137          6.00000             2828736.00000       
44.01000            -239.03529          4.00000             2829312.00000       
44.03000            -239.03910          6.00000             2830176.00000       
44.05000            -239.25292          4.00000             2830752.00000       
44.07000            -239.36174          4.00000             2831328.00000       
44.09000            -239.47056          4.00000             2831904.00000       
44.11000            -239.47457          6.00000             2832768.00000       
44.13000            -239.79296          2.00000             2833056.00000       
44.15000            -239.69230          6.00000             2833920.00000       
44.17000            -239.90583          4.00000             2834496.00000       
44.19000            -239.91003          6.00000             2835360.00000       
44.21000            -239.60060          14.00000            2837376.00000       
44.23000            -240.12776          6.00000             2838240.00000       
44.25000            -240.23663          6.00000             2839104.00000       
44.27000            -240.55436          2.00000             2839392.00000       
44.29000            -240.55874          4.00000             2839968.00000       
44.31000            -240.77190          2.00000             2840256.00000       
44.33000            -240.46350          10.00000            2841696.00000       
44.35000            -240.78095          6.00000             2842560.00000       
44.37000            -240.78561          8.00000             2843712.00000       
44.39000            -241.31113          0.00000             2843712.00000       
44.41000            -241.10754          6.00000             2844576.00000       
44.43000            -241.21640          6.00000             2845440.00000       
44.45000            -241.53329          2.00000             2845728.00000       
44.47000            -241.53809          4.00000             2846304.00000       
44.49000            -241.64691          4.00000             2846880.00000       
44.51000            -241.85960          2.00000             2847168.00000       
44.53000            -241.96837          2.00000             2847456.00000       
44.55000            -241.97336          4.00000             2848032.00000       
44.57000            -242.18591          2.00000             2848320.00000       
44.59000            -242.29468          2.00000             2848608.00000       
44.61000            -242.40345          2.00000             2848896.00000       
44.63000            -242.51222          2.00000             2849184.00000       
44.65000            -242.41390          6.00000             2850048.00000       
44.67000            -242.31576          10.00000            2851488.00000       
44.69000            -242.52817          8.00000             2852640.00000       
44.71000            -242.84389          4.00000             2853216.00000       
44.73000            -242.64263          10.00000            2854656.00000       
44.75000            -242.85489          8.00000             2855808.00000       
44.77000            -243.17034          4.00000             2856384.00000       
44.79000            -243.48559          0.00000             2856384.00000       
44.81000            -243.59432          0.00000             2856384.00000       
44.83000            -243.49678          4.00000             2856960.00000       
44.85000            -243.09018          14.00000            2858976.00000       
44.87000            -243.71441          4.00000             2859552.00000       
44.89000            -243.82323          4.00000             2860128.00000       
44.91000            -243.93204          4.00000             2860704.00000       
44.93000            -243.62926          12.00000            2862432.00000       
44.95000            -243.73826          12.00000            2864160.00000       
44.97000            -244.25849          4.00000             2864736.00000       
44.99000            -244.16178          8.00000             2865888.00000       
45.01000            -244.68155          0.00000             2865888.00000       
45.03000            -244.58493          4.00000             2866464.00000       
45.05000            -244.48849          8.00000             2867616.00000       
45.07000            -244.80256          4.00000             2868192.00000       
45.09000            -245.01391          2.00000             2868480.00000       
45.11000            -245.02019          4.00000             2869056.00000       
45.13000            -245.12900          4.00000             2869632.00000       
45.15000            -245.23781          4.00000             2870208.00000       
45.17000            -245.14192          8.00000             2871360.00000       
45.19000            -245.45544          4.00000             2871936.00000       
45.21000            -245.35973          8.00000             2873088.00000       
45.23000            -245.87750          0.00000             2873088.00000       
45.25000            -245.67971          6.00000             2873952.00000       
45.27000            -245.58432          10.00000            2875392.00000       
45.29000            -245.99951          4.00000             2875968.00000       
45.31000            -246.10832          4.00000             2876544.00000       
45.33000            -246.21714          4.00000             2877120.00000       
45.35000            -246.02011          10.00000            2878560.00000       
45.37000            -246.43476          4.00000             2879136.00000       
45.39000            -246.54358          4.00000             2879712.00000       
45.41000            -246.85601          0.00000             2879712.00000       
45.43000            -246.55767          8.00000             2880864.00000       
45.45000            -247.07346          0.00000             2880864.00000       
45.47000            -246.97883          4.00000             2881440.00000       
45.49000            -246.88437          8.00000             2882592.00000       
45.51000            -247.29804          2.00000             2882880.00000       
45.53000            -247.20372          6.00000             2883744.00000       
45.55000            -247.61707          0.00000             2883744.00000       
45.57000            -247.72580          0.00000             2883744.00000       
45.59000            -247.73311          2.00000             2884032.00000       
45.61000            -247.84188          2.00000             2884320.00000       
45.63000            -247.84933          4.00000             2884896.00000       
45.65000            -248.05941          2.00000             2885184.00000       
45.67000            -247.76325          10.00000            2886624.00000       
45.69000            -247.97339          8.00000             2887776.00000       
45.71000            -248.48686          0.00000             2887776.00000       
45.73000            -248.59558          0.00000             2887776.00000       
45.75000            -248.70431          0.00000             2887776.00000       
45.77000            -248.40899          8.00000             2888928.00000       
45.79000            -248.92175          0.00000             2888928.00000       
45.81000            -248.92955          2.00000             2889216.00000       
45.83000            -248.73569          8.00000             2890368.00000       
45.85000            -248.94542          6.00000             2891232.00000       
45.87000            -249.05427          6.00000             2892096.00000       
45.89000            -249.26388          4.00000             2892672.00000       
45.91000            -249.47339          2.00000             2892960.00000       
45.93000            -249.48150          4.00000             2893536.00000       
45.95000            -249.59031          4.00000             2894112.00000       
45.97000            -249.69912          4.00000             2894688.00000       
45.99000            -249.80793          4.00000             2895264.00000       
46.01000            -249.71577          8.00000             2896416.00000       
46.03000            -250.22643          0.00000             2896416.00000       
46.05000            -250.33515          0.00000             2896416.00000       
46.07000            -250.34352          2.00000             2896704.00000       
46.09000            -250.45229          2.00000             2896992.00000       
46.11000            -250.46079          4.00000             2897568.00000       
46.13000            -250.56960          4.00000             2898144.00000       
46.15000            -250.87877          0.00000             2898144.00000       
46.17000            -250.88736          2.00000             2898432.00000       
46.19000            -251.09622          0.00000             2898432.00000       
46.21000            -251.10489          2.00000             2898720.00000       
46.23000            -251.21366          2.00000             2899008.00000       
46.25000            -251.42239          0.00000             2899008.00000       
46.27000            -251.53111          0.00000             2899008.00000       
46.29000            -251.34020          6.00000             2899872.00000       
46.31000            -251.64872          2.00000             2900160.00000       
46.33000            -251.45812          8.00000             2901312.00000       
46.35000            -251.76651          4.00000             2901888.00000       
46.37000            -251.97502          2.00000             2902176.00000       
46.39000            -252.08379          2.00000             2902464.00000       
46.41000            -252.09294          4.00000             2903040.00000       
46.43000            -252.30132          2.00000             2903328.00000       
46.45000            -252.21102          6.00000             2904192.00000       
46.47000            -252.51885          2.00000             2904480.00000       
46.49000            -252.52817          4.00000             2905056.00000       
46.51000            -252.73638          2.00000             2905344.00000       
46.53000            -252.64643          6.00000             2906208.00000       
46.55000            -252.85460          4.00000             2906784.00000       
46.57000            -252.96341          4.00000             2907360.00000       
46.59000            -252.67528          12.00000            2909088.00000       
46.61000            -253.37940          0.00000             2909088.00000       
46.63000            -253.28983          4.00000             2909664.00000       
46.65000            -253.29953          6.00000             2910528.00000       
46.67000            -253.50745          4.00000             2911104.00000       
46.69000            -253.81430          0.00000             2911104.00000       
46.71000            -253.82404          2.00000             2911392.00000       
46.73000            -253.93281          2.00000             2911680.00000       
46.75000            -253.64600          10.00000            2913120.00000       
46.77000            -254.15034          2.00000             2913408.00000       
46.79000            -254.06149          6.00000             2914272.00000       
46.81000            -254.46663          0.00000             2914272.00000       
46.83000            -254.37791          4.00000             2914848.00000       
46.85000            -254.48672          4.00000             2915424.00000       
46.87000            -254.69416          2.00000             2915712.00000       
46.89000            -254.90153          0.00000             2915712.00000       
46.91000            -254.81314          4.00000             2916288.00000       
46.93000            -255.11897          0.00000             2916288.00000       
46.95000            -254.93228          6.00000             2917152.00000       
46.97000            -255.23799          2.00000             2917440.00000       
46.99000            -255.34676          2.00000             2917728.00000       
47.01000            -255.45552          2.00000             2918016.00000       
47.03000            -255.26937          8.00000             2919168.00000       
47.05000            -255.57479          4.00000             2919744.00000       
47.07000            -255.68359          4.00000             2920320.00000       
47.09000            -255.98876          0.00000             2920320.00000       
47.11000            -256.09748          0.00000             2920320.00000       
47.13000            -256.20621          0.00000             2920320.00000       
47.15000            -256.21688          2.00000             2920608.00000       
47.17000            -255.93359          10.00000            2922048.00000       
47.19000            -256.53238          0.00000             2922048.00000       
47.21000            -256.54317          2.00000             2922336.00000       
47.23000            -256.65193          2.00000             2922624.00000       
47.25000            -256.76070          2.00000             2922912.00000       
47.27000            -256.67385          6.00000             2923776.00000       
47.29000            -257.07599          0.00000             2923776.00000       
47.31000            -256.79382          8.00000             2924928.00000       
47.33000            -257.19576          2.00000             2925216.00000       
47.35000            -257.30452          2.00000             2925504.00000       
47.37000            -257.31569          4.00000             2926080.00000       
47.39000            -257.42449          4.00000             2926656.00000       
47.41000            -257.72833          0.00000             2926656.00000       
47.43000            -257.73958          2.00000             2926944.00000       
47.45000            -257.65347          6.00000             2927808.00000       
47.47000            -257.85971          4.00000             2928384.00000       
47.49000            -257.96852          4.00000             2928960.00000       
47.51000            -258.17464          2.00000             2929248.00000       
47.53000            -258.38067          0.00000             2929248.00000       
47.55000            -258.29493          4.00000             2929824.00000       
47.57000            -258.40374          4.00000             2930400.00000       
47.59000            -258.60969          2.00000             2930688.00000       
47.61000            -258.62135          4.00000             2931264.00000       
47.63000            -258.73015          4.00000             2931840.00000       
47.65000            -258.83896          4.00000             2932416.00000       
47.67000            -259.14173          0.00000             2932416.00000       
47.69000            -259.15351          2.00000             2932704.00000       
47.71000            -259.26228          2.00000             2932992.00000       
47.73000            -259.37104          2.00000             2933280.00000       
47.75000            -259.47980          2.00000             2933568.00000       
47.77000            -259.68535          0.00000             2933568.00000       
47.79000            -259.60059          4.00000             2934144.00000       
47.81000            -259.70939          4.00000             2934720.00000       
47.83000            -260.01152          0.00000             2934720.00000       
47.85000            -260.02362          2.00000             2935008.00000       
47.87000            -260.13238          2.00000             2935296.00000       
47.89000            -260.24115          2.00000             2935584.00000       
47.91000            -260.44641          0.00000             2935584.00000       
47.93000            -260.36222          4.00000             2936160.00000       
47.95000            -260.56744          2.00000             2936448.00000       
47.97000            -260.77258          0.00000             2936448.00000       
47.99000            -260.68863          4.00000             2937024.00000       
48.01000            -260.99003          0.00000             2937024.00000       
48.03000            -261.00249          2.00000             2937312.00000       
48.05000            -261.20747          0.00000             2937312.00000       
48.07000            -261.31620          0.00000             2937312.00000       
48.09000            -261.23264          4.00000             2937888.00000       
48.11000            -261.43754          2.00000             2938176.00000       
48.13000            -261.54631          2.00000             2938464.00000       
48.15000            -261.75109          0.00000             2938464.00000       
48.17000            -261.85981          0.00000             2938464.00000       
48.19000            -261.96854          0.00000             2938464.00000       
48.21000            -261.98136          2.00000             2938752.00000       
48.23000            -261.99426          4.00000             2939328.00000       
48.25000            -262.29470          0.00000             2939328.00000       
48.27000            -262.40343          0.00000             2939328.00000       
48.29000            -262.51215          0.00000             2939328.00000       
48.31000            -262.62087          0.00000             2939328.00000       
48.33000            -262.72960          0.00000             2939328.00000       
48.35000            -262.83832          0.00000             2939328.00000       
48.37000            -262.85146          2.00000             2939616.00000       
48.39000            -262.86468          4.00000             2940192.00000       
48.41000            -263.06899          2.00000             2940480.00000       
48.43000            -263.27321          0.00000             2940480.00000       
48.45000            -263.38194          0.00000             2940480.00000       
48.47000            -263.49066          0.00000             2940480.00000       
48.49000            -263.59938          0.00000             2940480.00000       
48.51000            -263.61280          2.00000             2940768.00000       
48.53000            -263.81683          0.00000             2940768.00000       
48.55000            -263.83033          2.00000             2941056.00000       
48.57000            -263.93909          2.00000             2941344.00000       
48.59000            -263.95270          4.00000             2941920.00000       
48.61000            -264.15661          2.00000             2942208.00000       
48.63000            -264.17031          4.00000             2942784.00000       
48.65000            -264.37414          2.00000             2943072.00000       
48.67000            -264.38791          4.00000             2943648.00000       
48.69000            -264.68662          0.00000             2943648.00000       
48.71000            -264.70042          2.00000             2943936.00000       
48.73000            -264.90406          0.00000             2943936.00000       
48.75000            -264.91795          2.00000             2944224.00000       
48.77000            -265.02671          2.00000             2944512.00000       
48.79000            -265.13547          2.00000             2944800.00000       
48.81000            -265.14952          4.00000             2945376.00000       
48.83000            -265.35300          2.00000             2945664.00000       
48.85000            -265.46176          2.00000             2945952.00000       
48.87000            -265.66512          0.00000             2945952.00000       
48.89000            -265.39559          8.00000             2947104.00000       
48.91000            -265.78804          2.00000             2947392.00000       
48.93000            -265.89681          2.00000             2947680.00000       
48.95000            -265.91112          4.00000             2948256.00000       
48.97000            -266.11433          2.00000             2948544.00000       
48.99000            -266.22309          2.00000             2948832.00000       
49.01000            -266.33185          2.00000             2949120.00000       
49.03000            -266.44062          2.00000             2949408.00000       
49.05000            -266.54938          2.00000             2949696.00000       
49.07000            -266.56392          4.00000             2950272.00000       
49.09000            -266.67272          4.00000             2950848.00000       
49.11000            -266.96980          0.00000             2950848.00000       
49.13000            -267.07853          0.00000             2950848.00000       
49.15000            -267.18725          0.00000             2950848.00000       
49.17000            -267.20195          2.00000             2951136.00000       
49.19000            -267.40469          0.00000             2951136.00000       
49.21000            -267.51342          0.00000             2951136.00000       
49.23000            -267.62214          0.00000             2951136.00000       
49.25000            -267.63699          2.00000             2951424.00000       
49.27000            -267.83959          0.00000             2951424.00000       
49.29000            -267.85451          2.00000             2951712.00000       
49.31000            -267.86952          4.00000             2952288.00000       
49.33000            -268.07204          2.00000             2952576.00000       
49.35000            -267.89975          8.00000             2953728.00000       
49.37000            -268.28956          2.00000             2954016.00000       
49.39000            -268.30471          4.00000             2954592.00000       
49.41000            -268.60065          0.00000             2954592.00000       
49.43000            -268.70937          0.00000             2954592.00000       
49.45000            -268.81810          0.00000             2954592.00000       
49.47000            -268.83336          2.00000             2954880.00000       
49.49000            -268.84871          4.00000             2955456.00000       
49.51000            -269.05089          2.00000             2955744.00000       
49.53000            -269.25299          0.00000             2955744.00000       
49.55000            -269.36171          0.00000             2955744.00000       
49.57000            -269.37717          2.00000             2956032.00000       
49.59000            -269.48593          2.00000             2956320.00000       
49.61000            -269.68788          0.00000             2956320.00000       
49.63000            -269.79661          0.00000             2956320.00000       
49.65000            -269.81221          2.00000             2956608.00000       
49.67000            -269.92097          2.00000             2956896.00000       
49.69000            -270.12277          0.00000             2956896.00000       
49.71000            -269.95248          6.00000             2957760.00000       
49.73000            -270.24725          2.00000             2958048.00000       
49.75000            -270.35601          2.00000             2958336.00000       
49.77000            -270.55767          0.00000             2958336.00000       
49.79000            -270.66639          0.00000             2958336.00000       
49.81000            -270.77511          0.00000             2958336.00000       
49.83000            -270.88384          0.00000             2958336.00000       
49.85000            -270.89982          2.00000             2958624.00000       
49.87000            -271.10128          0.00000             2958624.00000       
49.89000            -271.11734          2.00000             2958912.00000       
49.91000            -271.31873          0.00000             2958912.00000       
49.93000            -271.42745          0.00000             2958912.00000       
49.95000            -271.53618          0.00000             2958912.00000       
49.97000            -271.55238          2.00000             2959200.00000       
49.99000            -271.66114          2.00000             2959488.00000       
50.01000            -271.86235          0.00000             2959488.00000       
50.03000            -271.78625          4.00000             2960064.00000       
50.05000            -272.07979          0.00000             2960064.00000       
50.07000            -272.09618          2.00000             2960352.00000       
50.09000            -272.29724          0.00000             2960352.00000       
50.11000            -272.40596          0.00000             2960352.00000       
50.13000            -272.42246          2.00000             2960640.00000       
50.15000            -272.53122          2.00000             2960928.00000       
50.17000            -272.73213          0.00000             2960928.00000       
50.19000            -272.74874          2.00000             2961216.00000       
50.21000            -272.94958          0.00000             2961216.00000       
50.23000            -272.96626          2.00000             2961504.00000       
50.25000            -273.07502          2.00000             2961792.00000       
50.27000            -273.18378          2.00000             2962080.00000       
50.29000            -273.38447          0.00000             2962080.00000       
